---------  --------------------------  -----  -----  -----------  -----------  -----------
Job ID     Time Stamp in UTC           found  total  avg latency  max latency  min latency
JOB100205  2021-05-18 21:37:17.611000  100    /100   2587.9       2589         2586
JOB100206  2021-05-18 21:37:18.639000  100    /100   1562.93      1567         1558
JOB100207  2021-05-18 21:37:19.662000  100    /100   3342.36      3344         3341
JOB100208  2021-05-18 21:37:20.697000  100    /100   8836.26      8845         8829
JOB100209  2021-05-18 21:37:21.737000  100    /100   3934.59      3947         3926
JOB100210  2021-05-18 21:37:22.759000  100    /100   2419.18      2420         2418
JOB100211  2021-05-18 21:37:23.782000  100    /100   1396.24      1398         1395
JOB100212  2021-05-18 21:37:24.804000  100    /100   2159.73      2161         2158
JOB100213  2021-05-18 21:37:25.825000  100    /100   61745.99     61747        61745
JOB100214  2021-05-18 21:37:26.849000  100    /100   2191.88      2195         2190
JOB100215  2021-05-18 21:37:27.876000  100    /100   7519.21      7524         7517
JOB100216  2021-05-18 21:37:28.898000  100    /100   9281.85      9283         9281
JOB100217  2021-05-18 21:37:29.922000  100    /100   6095.04      6098         6093
JOB100218  2021-05-18 21:37:30.962000  100    /100   8560.6       8565         8548
JOB100219  2021-05-18 21:37:31.996000  100    /100   7734.29      7740         7726
JOB100220  2021-05-18 21:37:33.018000  100    /100   6705.85      6707         6704
JOB100221  2021-05-18 21:37:34.040000  100    /100   19195.92     19197        19195
JOB100222  2021-05-18 21:37:35.083000  100    /100   4916.77      4924         4915
JOB100223  2021-05-18 21:37:36.106000  100    /100   7209.77      7211         7209
JOB100224  2021-05-18 21:37:37.135000  100    /100   6185.49      6188         6180
JOB100225  2021-05-18 21:37:38.159000  100    /100   2183.09      2185         2182
JOB100226  2021-05-18 21:37:39.181000  100    /100   1161.04      1162         1160
JOB100227  2021-05-18 21:37:40.205000  100    /100   7895.1       7897         7894
JOB100228  2021-05-18 21:37:41.229000  100    /100   1811.81      1813         1811
JOB100229  2021-05-18 21:37:42.250000  100    /100   1771.72      1773         1771
JOB100230  2021-05-18 21:37:43.276000  100    /100   746.98       750          745
JOB100231  2021-05-18 21:37:44.308000  100    /100   2896.19      2900         2890
JOB100232  2021-05-18 21:37:45.335000  100    /100   2414.96      2419         2412
JOB100233  2021-05-18 21:37:46.356000  100    /100   1391.19      1392         1391
JOB100234  2021-05-18 21:37:47.377000  100    /100   4128.82      4130         4128
JOB100235  2021-05-18 21:37:48.404000  100    /100   2191.97      2196         2189
JOB100236  2021-05-18 21:37:49.429000  100    /100   8498.28      8501         8497
JOB100237  2021-05-18 21:37:50.454000  100    /100   7473.75      7476         7472
JOB100238  2021-05-18 21:37:51.493000  100    /100   61830.26     61832        61829
JOB100239  2021-05-18 21:37:52.515000  100    /100   4764.6       4766         4764
JOB100240  2021-05-18 21:37:53.538000  100    /100   4025.57      4027         4025
JOB100241  2021-05-18 21:37:54.561000  100    /100   3003.0       3004         3002
JOB100242  2021-05-18 21:37:55.588000  100    /100   2204.69      2208         2201
JOB100243  2021-05-18 21:37:56.610000  100    /100   5391.57      5393         5391
JOB100244  2021-05-18 21:37:57.636000  100    /100   2628.76      2632         2627
JOB100245  2021-05-18 21:37:58.660000  100    /100   1244.1       1246         1242
JOB100246  2021-05-18 21:37:59.685000  100    /100   1751.15      1753         1749
JOB100247  2021-05-18 21:38:00.709000  100    /100   27223.39     27225        27222
JOB100248  2021-05-18 21:38:01.737000  100    /100   4445.4       4447         4444
