---------  --------------------------  -----  -----  -----------  -----------  -----------
Job ID     Time Stamp in UTC           found  total  avg latency  max latency  min latency
JOB109405  2021-05-19 16:16:37.482000  100    /100   6259.46      6265         6258
JOB109406  2021-05-19 16:16:38.513000  100    /100   4224.12      4226         4219
JOB109407  2021-05-19 16:16:39.550000  100    /100   4431.11      4437         4426
JOB109408  2021-05-19 16:16:40.587000  100    /100   3411.26      3417         3408
JOB109409  2021-05-19 16:16:41.612000  100    /100   27670.11     27672        27669
JOB109410  2021-05-19 16:16:42.638000  100    /100   1358.56      1360         1357
JOB109411  2021-05-19 16:16:43.663000  100    /100   3838.57      3840         3837
JOB109412  2021-05-19 16:16:44.689000  100    /100   7122.78      7125         7122
JOB109413  2021-05-19 16:16:45.718000  100    /100   6095.01      6098         6093
JOB109414  2021-05-19 16:16:46.744000  100    /100   5068.11      5069         5067
JOB109415  2021-05-19 16:16:47.772000  100    /100   2601.94      2604         2600
JOB109416  2021-05-19 16:16:48.799000  100    /100   1575.93      1577         1573
JOB109417  2021-05-19 16:16:49.825000  100    /100   1758.7       1760         1757
JOB109418  2021-05-19 16:16:50.857000  100    /100   2891.84      2893         2891
JOB109419  2021-05-19 16:16:51.885000  100    /100   1864.26      1866         1863
JOB109420  2021-05-19 16:16:52.911000  100    /100   2554.57      2556         2553
JOB109421  2021-05-19 16:16:53.936000  100    /100   1242.43      1245         1241
JOB109422  2021-05-19 16:16:54.966000  100    /100   66508.1      66511        66504
JOB109423  2021-05-19 16:16:56.015000  100    /100   65466.83     65481        65455
JOB109424  2021-05-19 16:16:57.040000  100    /100   2784.43      2786         2783
JOB109425  2021-05-19 16:16:58.067000  100    /100   9225.77      9228         9223
JOB109426  2021-05-19 16:16:59.094000  100    /100   8197.16      8198         8196
JOB109427  2021-05-19 16:17:00.120000  100    /100   2311.86      2313         2310
JOB109428  2021-05-19 16:17:01.146000  100    /100   1287.54      1289         1284
JOB109429  2021-05-19 16:17:02.171000  100    /100   5863.34      5865         5862
JOB109430  2021-05-19 16:17:03.196000  100    /100   4837.91      4840         4837
JOB109431  2021-05-19 16:17:04.229000  100    /100   2511.62      2518         2507
JOB109432  2021-05-19 16:17:05.263000  100    /100   1479.76      1485         1473
JOB109433  2021-05-19 16:17:06.316000  100    /100   2232.21      2238         2229
JOB109434  2021-05-19 16:17:07.351000  100    /100   2086.78      2092         2080
JOB109435  2021-05-19 16:17:08.401000  100    /100   2871.78      2878         2865
JOB109436  2021-05-19 16:17:09.427000  100    /100   15805.08     15806        15804
JOB109437  2021-05-19 16:17:10.453000  100    /100   5429.44      5431         5428
JOB109438  2021-05-19 16:17:11.478000  100    /100   4404.38      4406         4403
JOB109439  2021-05-19 16:17:12.516000  100    /100   973.33       975          971
JOB109440  2021-05-19 16:17:13.541000  100    /100   1821.16      1822         1820
JOB109441  2021-05-19 16:17:14.573000  100    /100   2954.01      2955         2952
JOB109442  2021-05-19 16:17:15.612000  100    /100   1919.86      1929         1913
JOB109443  2021-05-19 16:17:16.637000  100    /100   2015.27      2016         2015
JOB109444  2021-05-19 16:17:17.668000  100    /100   5669.38      5673         5665
JOB109445  2021-05-19 16:17:18.692000  100    /100   10604.6      10605        10604
JOB109446  2021-05-19 16:17:19.718000  100    /100   6687.89      6690         6686
JOB109447  2021-05-19 16:17:20.745000  100    /100   6969.94      6973         6969
JOB109448  2021-05-19 16:17:21.772000  100    /100   2813.31      2816         2811
JOB109449  2021-05-19 16:17:22.800000  100    /100   2435.91      2440         2434
JOB109450  2021-05-19 16:17:23.825000  100    /100   6034.83      6036         6033
JOB109451  2021-05-19 16:17:24.850000  100    /100   8213.51      8215         8212
JOB109452  2021-05-19 16:17:25.878000  100    /100   7186.53      7189         7184
JOB109453  2021-05-19 16:17:26.902000  100    /100   9163.53      9164         9163
JOB109454  2021-05-19 16:17:27.938000  100    /100   8604.75      8613         8599
JOB109455  2021-05-19 16:17:28.978000  100    /100   7564.91      7577         7559
JOB109456  2021-05-19 16:17:30.018000  100    /100   62005.05     62015        61998
JOB109457  2021-05-19 16:17:31.057000  100    /100   4393.81      4397         4392
JOB109458  2021-05-19 16:17:32.082000  100    /100   2764.71      2766         2764
JOB109459  2021-05-19 16:17:33.108000  100    /100   1740.09      1741         1738
JOB109460  2021-05-19 16:17:34.140000  100    /100   1222.09      1227         1217
JOB109461  2021-05-19 16:17:35.166000  100    /100   3276.47      3278         3275
JOB109462  2021-05-19 16:17:36.196000  100    /100   2249.78      2252         2245
JOB109463  2021-05-19 16:17:37.221000  100    /100   3656.62      3658         3656
JOB109464  2021-05-19 16:17:38.246000  100    /100   1400.63      1402         1400
JOB109465  2021-05-19 16:17:39.270000  100    /100   2020.96      2021         2020
JOB109466  2021-05-19 16:17:40.293000  100    /100   2058.28      2059         2057
JOB109467  2021-05-19 16:17:41.315000  100    /100   10296.0      10296        10296
JOB109468  2021-05-19 16:17:42.341000  100    /100   3976.67      3978         3975
JOB109469  2021-05-19 16:17:43.373000  100    /100   2779.31      2782         2773
JOB109470  2021-05-19 16:17:44.409000  100    /100   1742.81      1750         1737
JOB109471  2021-05-19 16:17:45.436000  100    /100   2264.89      2268         2264
JOB109472  2021-05-19 16:17:46.474000  100    /100   1229.18      1241         1226
JOB109473  2021-05-19 16:17:47.510000  100    /100   9521.09      9529         9516
JOB109474  2021-05-19 16:17:48.554000  100    /100   8481.07      8494         8472
JOB109475  2021-05-19 16:17:49.580000  100    /100   12261.25     12263        12260
JOB109476  2021-05-19 16:17:50.608000  100    /100   11234.79     11237        11232
JOB109477  2021-05-19 16:17:51.634000  100    /100   9464.27      9465         9463
JOB109478  2021-05-19 16:17:52.661000  100    /100   6888.06      6889         6887
JOB109479  2021-05-19 16:17:53.687000  100    /100   2206.92      2208         2206
JOB109480  2021-05-19 16:17:54.712000  100    /100   1182.08      1184         1181
JOB109481  2021-05-19 16:17:55.738000  100    /100   1263.87      1265         1262
JOB109482  2021-05-19 16:17:56.764000  100    /100   1290.24      1292         1289
