--------  --------------------------  -----  -----  -----------  -----------  -----------
Job ID    Time Stamp in UTC           found  total  avg latency  max latency  min latency
JOB52306  2021-05-14 23:18:06.336000  100    /100   7960.77      7962         7959
JOB52307  2021-05-14 23:18:07.359000  100    /100   3801.96      3804         3799
JOB52308  2021-05-14 23:18:08.381000  100    /100   2619.43      2622         2618
JOB52309  2021-05-14 23:18:09.414000  100    /100   5212.34      5217         5201
JOB52310  2021-05-14 23:18:10.442000  100    /100   4177.93      4183         4173
JOB52311  2021-05-14 23:18:11.460000  100    /100   16481.0      16481        16481
JOB52312  2021-05-14 23:18:12.480000  100    /100   63491.97     63493        63491
JOB52313  2021-05-14 23:18:13.501000  100    /100   2133.87      2136         2133
JOB52314  2021-05-14 23:18:14.529000  100    /100   64809.79     64814        64805
JOB52315  2021-05-14 23:18:15.549000  100    /100   2573.88      2575         2573
JOB52316  2021-05-14 23:18:16.570000  100    /100   1553.81      1555         1552
JOB52317  2021-05-14 23:18:17.591000  100    /100   1404.71      1406         1403
JOB52318  2021-05-14 23:18:18.626000  100    /100   2129.7       2131         2128
JOB52319  2021-05-14 23:18:19.648000  100    /100   2969.59      2972         2967
JOB52320  2021-05-14 23:18:20.671000  100    /100   1945.76      1949         1944
JOB52321  2021-05-14 23:18:21.704000  100    /100   62578.45     62590        62575
JOB52322  2021-05-14 23:18:22.724000  100    /100   2221.53      2222         2221
JOB52323  2021-05-14 23:18:23.748000  100    /100   2120.0       2120         2120
JOB52324  2021-05-14 23:18:24.779000  100    /100   1093.66      1102         1089
JOB52325  2021-05-14 23:18:25.798000  100    /100   7438.54      7439         7438
JOB52326  2021-05-14 23:18:26.816000  100    /100   6269.01      6270         6269
JOB52327  2021-05-14 23:18:27.837000  100    /100   4242.4       4244         4241
JOB52328  2021-05-14 23:18:28.868000  100    /100   3216.81      3223         3210
JOB52329  2021-05-14 23:18:29.896000  100    /100   2170.34      2175         2165
JOB52330  2021-05-14 23:18:30.916000  100    /100   1145.84      1147         1145
JOB52331  2021-05-14 23:18:31.940000  100    /100   1913.39      1917         1911
JOB52332  2021-05-14 23:18:32.960000  100    /100   4681.18      4682         4680
JOB52333  2021-05-14 23:18:33.981000  100    /100   1897.65      1900         1897
JOB52334  2021-05-14 23:18:35.001000  100    /100   2411.89      2413         2411
JOB52335  2021-05-14 23:18:36.034000  100    /100   1381.89      1387         1378
JOB52336  2021-05-14 23:18:37.056000  100    /100   2468.79      2470         2467
JOB52337  2021-05-14 23:18:38.088000  100    /100   1441.75      1449         1435
JOB52338  2021-05-14 23:18:39.109000  100    /100   2840.58      2842         2839
JOB52339  2021-05-14 23:18:40.128000  100    /100   6522.77      6524         6522
JOB52340  2021-05-14 23:18:41.150000  100    /100   5501.77      5504         5500
JOB52341  2021-05-14 23:18:42.171000  100    /100   3429.28      3431         3428
JOB52342  2021-05-14 23:18:43.193000  100    /100   2407.06      2410         2406
JOB52343  2021-05-14 23:18:44.223000  100    /100   1816.96      1823         1813
JOB52344  2021-05-14 23:18:45.245000  100    /100   6588.32      6590         6587
JOB52345  2021-05-14 23:18:46.268000  100    /100   5566.54      5569         5564
JOB52346  2021-05-14 23:18:47.288000  100    /100   1904.73      1905         1904
JOB52347  2021-05-14 23:18:48.311000  100    /100   12512.97     12515        12511
JOB52348  2021-05-14 23:18:49.335000  100    /100   11489.96     11493        11487
JOB52349  2021-05-14 23:18:50.360000  100    /100   12139.75     12143        12137
JOB52350  2021-05-14 23:18:51.383000  100    /100   3902.13      3904         3900
JOB52351  2021-05-14 23:18:52.404000  100    /100   10047.08     10049        10046
