--------  --------------------------  -----  -----  ------------------  -----------  -----------
Job ID    Time Stamp in UTC           found  total  avg latency         max latency  min latency
JOB56712  2021-05-17 03:46:27.451000  100    /100   7422.21             7433         7417
JOB56713  2021-05-17 03:46:28.489000  100    /100   6386.38             6399         6379
JOB56714  2021-05-17 03:46:29.509000  100    /100   6374.33             6375         6373
JOB56715  2021-05-17 03:46:30.529000  100    /100   5354.38             5356         5353
JOB56716  2021-05-17 03:46:31.548000  100    /100   9796.02             9797         9796
JOB56717  2021-05-17 03:46:32.581000  100    /100   2141.44             2149         2134
JOB56718  2021-05-17 03:46:33.604000  200    /100   11516.57            11522        11512
JOB56719  2021-05-17 03:46:34.627000  100    /100   1791.34             1794         1789
JOB56720  2021-05-17 03:46:35.661000  100    /100   8178.28             8184         8168
JOB56721  2021-05-17 03:46:36.683000  100    /100   6424.63             6426         6422
JOB56722  2021-05-17 03:46:37.717000  100    /100   2813.25             2821         2804
JOB56723  2021-05-17 03:46:38.760000  100    /100   1769.25             1784         1761
JOB56724  2021-05-17 03:46:39.783000  100    /100   5971.78             5975         5969
JOB56725  2021-05-17 03:46:40.814000  100    /100   4944.63             4951         4938
JOB56726  2021-05-17 03:46:41.835000  100    /100   2133.13             2134         2132
JOB56727  2021-05-17 03:46:42.857000  100    /100   65213.21            65215        65212
JOB56728  2021-05-17 03:46:43.881000  100    /100   12708.39            12710        12707
JOB56729  2021-05-17 03:46:44.905000  100    /100   11687.95            11689        11683
JOB56730  2021-05-17 03:46:45.926000  100    /100   1674.76             1676         1673
JOB56731  2021-05-17 03:46:46.945000  100    /100   6820.45             6821         6820
JOB56732  2021-05-17 03:46:47.965000  100    /100   5728.83             5730         5728
JOB56733  2021-05-17 03:46:48.988000  100    /100   4707.75             4710         4705
JOB56734  2021-05-17 03:46:50.010000  100    /100   2837.25             2840         2835
JOB56735  2021-05-17 03:46:51.032000  100    /100   6757.18             6760         6755
JOB56736  2021-05-17 03:46:52.053000  100    /100   1913.21             1915         1912
JOB56737  2021-05-17 03:46:53.074000  100    /100   1661.38             1663         1660
JOB56738  2021-05-17 03:46:54.095000  100    /100   5749.08             5751         5748
JOB56739  2021-05-17 03:46:55.117000  100    /100   6072.56             6074         6071
JOB56740  2021-05-17 03:46:56.139000  100    /100   2868.52             2870         2867
JOB56741  2021-05-17 03:46:57.160000  100    /100   2337.83             2340         2337
JOB56742  2021-05-17 03:46:58.182000  100    /100   7581.5              7583         7580
JOB56743  2021-05-17 03:46:59.203000  100    /100   62485.42            62487        62484
JOB56744  2021-05-17 03:47:00.226000  100    /100   61463.03            61465        61461
JOB56745  2021-05-17 03:47:01.248000  100    /100   3155.97             3158         3154
JOB56746  2021-05-17 03:47:02.271000  100    /100   3294.11             3297         3292
JOB56747  2021-05-17 03:47:03.294000  100    /100   2270.88             2273         2269
JOB56748  2021-05-17 03:47:04.324000  100    /100   2783.28             2788         2777
JOB56749  2021-05-17 03:47:05.362000  100    /100   1749.59             1759         1739
JOB56750  2021-05-17 03:47:06.383000  100    /100   2219.81             2221         2218
JOB56751  2021-05-17 03:47:07.407000  100    /100   2649.25             2652         2647
JOB56752  2021-05-17 03:47:08.429000  100    /100   2581.83             2584         2581
JOB56753  2021-05-17 03:47:09.453000  100    /100   4701.52             4704         4699
JOB56754  2021-05-17 03:47:10.475000  100    /100   3678.1              3679         3677
JOB56755  2021-05-17 03:47:11.496000  300    /100   12491.01            12541        12462
JOB56756  2021-05-17 03:47:12.517000  100    /100   3585.29             3587         3584
JOB56757  2021-05-17 03:47:13.545000  100    /100   5901.44             5906         5896
JOB56758  2021-05-17 03:47:14.566000  100    /100   2118.79             2120         2118
JOB56759  2021-05-17 03:47:15.589000  100    /100   12506.4             12509        12505
JOB56760  2021-05-17 03:47:16.610000  100    /100   8570.9              8572         8570
JOB56761  2021-05-17 03:47:17.646000  100    /100   11705.91            11708        11704
JOB56762  2021-05-17 03:47:18.666000  100    /100   7765.23             7766         7764
JOB56763  2021-05-17 03:47:19.687000  100    /100   24544.3             24545        24543
JOB56764  2021-05-17 03:47:20.711000  100    /100   7003.43             7006         7001
JOB56765  2021-05-17 03:47:21.735000  100    /100   2035.34             2039         2033
JOB56766  2021-05-17 03:47:22.756000  100    /100   7926.37             7927         7925
JOB56767  2021-05-17 03:47:23.776000  100    /100   2574.71             2576         2574
JOB56768  2021-05-17 03:47:24.797000  100    /100   1554.95             1556         1553
JOB56769  2021-05-17 03:47:25.819000  100    /100   5248.49             5250         5246
JOB56770  2021-05-17 03:47:26.841000  100    /100   5492.57             5494         5491
JOB56771  2021-05-17 03:47:27.864000  100    /100   3602.92             3605         3601
JOB56772  2021-05-17 03:47:28.887000  100    /100   4561.55             4564         4560
JOB56773  2021-05-17 03:47:29.918000  100    /100   2217.82             2224         2212
JOB56774  2021-05-17 03:47:30.955000  100    /100   1183.95             1193         1175
JOB56775  2021-05-17 03:47:31.975000  100    /100   1764.42             1765         1763
JOB56776  2021-05-17 03:47:32.995000  100    /100   2542.19             2543         2541
JOB56777  2021-05-17 03:47:34.016000  100    /100   4929.53             4931         4929
JOB56778  2021-05-17 03:47:35.040000  100    /100   10400.59            10403        10399
JOB56779  2021-05-17 03:47:36.061000  100    /100   9378.7              9380         9378
JOB56780  2021-05-17 03:47:37.083000  100    /100   14596.05            14598        14595
JOB56781  2021-05-17 03:47:38.108000  100    /100   13572.52            13576        13570
